Date,stn,wban,temp,count_temp,dewp,count_dewp,slp,count_slp,stp,count_stp,visib,count_visib,wdsp,count_wdsp,mxpsd,gust,max,flag_max,min,flag_min,prcp,flag_prcp,sndp,fog,rain_drizzle,snow_ice_pellets,hail,thunder,tornado_funnel_cloud
2010-05-26,725030,14732,77.5,24,58.9,24,1013.0,24,1012.0,24,10.0,24,5.5,24,11.1,999.9,93.9,,61.0,,0.0,G,999.9,0,0,0,0,0,0
2010-05-27,725030,14732,74.9,24,58.6,24,1008.5,23,1007.5,24,10.0,24,8.1,24,14.0,17.1,93.9,,63.0,,0.0,G,999.9,0,1,0,0,1,0
2010-05-28,722950,23174,60.6,24,48.8,24,1015.9,24,1004.3,24,10.0,24,10.5,24,21.0,26.0,68.0,,54.0,,0.03,G,999.9,0,0,0,0,0,0
2010-05-29,722950,23174,61.7,24,48.2,24,1014.1,24,1002.2,24,10.0,24,6.9,24,18.1,21.0,71.1,,54.0,,0.0,G,999.9,1,0,0,0,0,0
2010-05-30,722950,23174,66.6,24,51.0,24,1011.8,24,1000.2,24,10.0,24,8.0,24,15.0,999.9,75.0,,54.0,,0.0,G,999.9,0,0,0,0,0,0
2010-05-31,722950,23174,64.7,24,53.5,24,1013.4,23,1001.8,24,9.7,24,6.8,24,13.0,999.9,73.9,,57.0,,0.0,G,999.9,0,0,0,0,0,0
2010-06-01,725030,14732,75.7,24,64.2,24,1010.0,23,1008.8,24,8.4,24,8.6,24,18.1,22.9,88.0,,64.9,,0.01,G,999.9,0,1,0,0,1,0
2010-06-02,725030,14732,77.4,24,59.5,24,1009.8,24,1008.8,24,10.0,24,6.8,24,15.0,15.9,88.0,,64.9,,0.0,G,999.9,0,1,0,0,0,0
2010-06-03,725030,14732,76.1,24,63.9,24,1005.9,22,1005.1,24,8.7,24,9.0,24,14.0,20.0,89.1,*,66.2,*,0.0,G,999.9,0,0,0,0,0,0
2010-06-04,722950,23174,62.1,24,55.9,24,1012.5,22,1000.9,24,4.8,24,5.2,24,9.9,999.9,68.0,,57.0,,0.0,G,999.9,1,0,0,0,0,0
2010-06-05,722950,23174,63.8,24,57.1,24,1012.8,20,1001.3,24,5.3,24,3.8,24,8.9,999.9,70.0,,59.0,,0.0,G,999.9,0,0,0,0,0,0
2010-06-06,725020,14734,83.0,24,63.9,24,1000.2,24,999.2,24,10.0,24,14.2,24,25.1,42.0,93.9,,73.0,,0.0,G,999.9,0,0,0,0,0,0
2010-06-07,725030,14732,67.2,24,45.0,24,1007.3,24,1006.3,24,10.0,24,13.3,24,22.9,27.0,75.9,*,59.0,*,0.0,G,999.9,0,0,0,0,0,0
2010-06-08,725020,14734,68.3,24,36.7,24,1015.9,24,1015.0,24,10.0,24,10.1,24,18.1,27.0,78.1,,57.0,,0.0,G,999.9,0,0,0,0,0,0
2010-06-09,725020,14734,63.5,24,44.4,24,1019.5,22,1018.1,24,9.0,24,6.2,24,13.0,17.1,78.1,,55.0,,0.0,G,999.9,0,1,0,0,0,0
2010-06-10,725030,14732,64.8,24,57.4,24,1010.6,20,1009.6,24,8.0,24,5.5,24,11.1,999.9,75.9,,59.0,,0.76,G,999.9,0,1,0,0,0,0
2010-06-11,725030,14732,66.8,24,54.8,24,1018.1,24,1017.1,24,9.8,24,5.8,24,9.9,999.9,75.9,,59.0,,0.14,G,999.9,0,0,0,0,0,0
2010-06-12,722950,23174,63.9,24,53.6,24,1012.5,24,1000.9,24,9.5,24,6.1,24,12.0,20.0,70.0,,60.1,,0.0,G,999.9,0,0,0,0,0,0
2010-06-13,725030,14732,69.4,24,61.9,24,1011.6,22,1010.4,24,8.3,24,7.9,24,12.0,999.9,80.1,,63.0,,0.0,G,999.9,0,1,0,0,0,0
2010-06-14,725030,14732,69.6,24,62.7,24,1010.5,18,1009.6,24,7.9,24,5.0,24,8.0,999.9,80.6,*,64.4,*,0.21,G,999.9,0,1,0,0,0,0
2010-06-15,722950,23174,64.5,24,56.7,24,1011.5,23,999.8,24,7.6,24,6.4,24,13.0,15.9,72.0,,59.0,,0.0,G,999.9,0,0,0,0,0,0
2010-06-16,725020,14734,69.6,24,53.3,24,1019.2,24,1018.2,24,10.0,24,5.0,24,12.0,15.9,80.1,,63.0,,0.0,G,999.9,0,0,0,0,0,0
2010-06-17,722950,23174,64.4,24,54.7,24,1013.1,22,1001.4,24,8.5,24,5.6,24,13.0,17.1,70.0,,60.1,,0.0,G,999.9,0,0,0,0,0,0
2010-06-18,725030,14732,73.7,24,54.4,24,1017.1,24,1016.1,24,10.0,24,6.2,24,13.0,19.0,87.1,,64.9,,0.0,I,999.9,0,0,0,0,0,0
2010-06-19,725030,14732,74.4,24,57.3,24,1018.2,24,1017.1,24,10.0,24,7.9,24,15.9,22.0,87.1,,64.9,,0.0,G,999.9,0,0,0,0,0,0
2010-06-20,725030,14732,79.0,24,66.4,24,1012.1,24,1011.1,24,9.0,24,7.4,24,14.0,19.0,91.9,,66.9,,0.0,G,999.9,0,1,0,0,0,0
2010-06-21,725020,14734,82.9,24,56.1,24,1014.6,24,1013.6,24,10.0,24,8.5,24,13.0,20.0,93.0,,71.1,,0.0,G,999.9,0,0,0,0,0,0
2010-06-22,725030,14732,77.5,24,59.1,24,1018.3,24,1017.2,24,10.0,24,6.5,24,12.0,15.9,88.0,,71.1,,0.0,G,999.9,0,0,0,0,0,0
2010-06-23,725020,14734,80.6,24,64.6,24,1014.2,24,1013.2,24,8.2,24,8.2,24,13.0,19.0,91.9,,69.1,,0.35,G,999.9,0,1,0,0,1,0
2010-06-24,725020,14734,86.0,24,62.7,24,1009.0,24,1007.9,24,10.0,24,12.0,24,20.0,26.0,95.0,,73.0,,0.0,G,999.9,0,0,0,0,1,0
2010-06-25,725030,14732,80.4,24,61.1,24,1013.1,24,1012.1,24,10.0,24,7.1,24,13.0,15.0,95.0,,72.0,,0.05,G,999.9,0,0,0,0,0,0
2010-06-26,722950,23174,64.0,24,55.0,24,1013.4,24,1001.8,24,9.9,24,6.5,24,13.0,999.9,70.0,,61.0,,0.0,G,999.9,0,0,0,0,0,0
2010-06-27,725020,14734,83.6,24,60.6,24,1007.8,24,1006.8,24,9.4,24,6.8,24,15.0,20.0,96.1,,68.0,,0.0,G,999.9,0,0,0,0,0,0
2010-06-28,722950,23174,64.0,24,56.6,24,1010.1,24,998.5,24,7.8,24,5.3,24,11.1,999.9,70.0,,60.1,,0.0,G,999.9,0,0,0,0,0,0
2010-06-29,725020,14734,84.6,24,61.8,24,1007.1,24,1005.9,24,10.0,24,10.0,24,17.1,27.0,98.1,,78.1,,0.0,G,999.9,0,0,0,0,0,0
2010-06-30,722950,23174,63.1,24,57.1,24,1011.9,21,1000.3,24,9.0,24,5.6,24,12.0,17.1,68.0,,62.1,,0.0,G,999.9,0,0,0,0,0,0
2010-07-01,722950,23174,63.0,24,57.3,24,1010.5,14,999.0,24,3.9,24,4.7,24,13.0,15.9,69.1,,60.1,,0.0,G,999.9,1,0,0,0,0,0
2010-07-02,722950,23174,64.6,24,55.7,24,1008.8,23,997.2,24,8.1,24,5.8,24,12.0,17.1,69.1,,59.0,,0.0,G,999.9,1,0,0,0,0,0
2010-07-03,722950,23174,64.3,24,55.1,24,1009.2,20,997.7,24,9.8,24,6.8,24,12.0,15.9,72.0,,60.1,,0.0,G,999.9,0,0,0,0,0,0
2010-07-04,725030,14732,85.8,24,53.0,24,1015.3,24,1014.2,24,10.0,24,7.8,24,15.0,22.0,98.1,,70.0,,0.0,G,999.9,0,0,0,0,0,0
2010-07-05,725030,14732,88.9,24,56.7,24,1013.8,24,1012.9,24,10.0,24,5.3,24,11.1,999.9,99.0,,77.0,,0.0,G,999.9,0,0,0,0,0,0
2010-07-06,722950,23174,61.4,24,55.4,24,1013.5,22,1001.8,24,7.5,24,7.0,24,12.0,999.9,66.9,,57.9,,0.0,G,999.9,0,1,0,0,0,0
2010-07-07,722950,23174,62.1,24,54.2,24,1012.2,23,1000.6,24,9.6,24,7.3,24,14.0,999.9,66.9,,59.0,,0.0,G,999.9,1,1,0,0,0,0
2010-07-08,725020,14734,81.2,24,74.0,24,1016.4,19,1015.5,24,7.9,24,4.5,24,9.9,15.0,100.9,,77.0,,0.0,G,999.9,0,0,0,0,0,0
2010-07-09,722950,23174,62.2,24,55.1,24,1013.2,24,1001.5,24,8.4,24,5.7,24,11.1,15.0,66.9,,60.1,,0.0,G,999.9,1,0,0,0,0,0
2010-07-10,725030,14732,79.7,24,68.9,24,1010.1,24,1009.1,24,10.0,24,6.6,24,12.0,999.9,90.0,,77.0,,0.0,G,999.9,0,0,0,0,0,0
2010-07-11,725020,14734,80.6,24,70.1,24,1010.4,22,1009.4,24,10.0,24,5.3,24,17.1,999.9,91.9,,73.0,,0.0,G,999.9,0,1,0,0,1,0
2010-07-12,725020,14734,81.7,24,65.3,24,1011.6,24,1010.6,24,10.0,24,6.1,24,13.0,19.0,93.0,,70.0,,0.0,G,999.9,0,0,0,0,0,0
2010-07-13,725020,14734,78.4,24,70.9,24,1013.1,19,1011.9,24,9.1,24,5.3,24,15.9,28.9,93.0,,70.0,,0.01,G,999.9,0,1,0,0,0,0
2010-07-14,725020,14734,77.6,24,72.6,24,1011.6,21,1010.7,24,8.5,24,6.0,24,15.0,999.9,82.4,*,73.4,*,0.69,G,999.9,0,1,0,0,0,0
2010-07-15,722950,23174,71.6,24,56.8,24,1011.1,24,999.6,24,10.0,24,6.0,24,15.0,999.9,79.0,,63.0,,0.0,G,999.9,0,0,0,0,0,0
2010-07-16,722950,23174,71.7,24,57.0,24,1012.3,24,1000.8,24,10.0,24,6.7,24,15.0,17.1,79.0,,66.0,,0.0,G,999.9,0,0,0,0,0,0
2010-07-17,725020,14734,86.5,24,64.9,24,1011.6,24,1010.7,24,9.8,24,8.9,24,17.1,24.1,99.0,,75.0,,0.0,G,999.9,0,0,0,0,0,0
2010-07-18,725030,14732,87.6,24,64.0,24,1010.1,24,1009.1,24,10.0,24,10.0,24,16.9,21.0,93.9,,78.1,,0.0,G,999.9,0,0,0,0,0,0
2010-07-19,725030,14732,85.0,24,64.6,24,1010.0,24,1009.1,24,9.6,24,6.4,24,20.0,26.0,93.9,,75.0,,0.0,G,999.9,0,1,0,0,0,0
2010-07-20,725030,14732,82.0,24,66.3,24,1012.6,23,1011.3,24,10.0,24,5.3,24,9.9,999.9,93.9,,77.0,,0.15,G,999.9,0,1,0,0,1,0
2010-07-21,725030,14732,86.1,24,67.0,24,1012.9,24,1011.8,24,10.0,24,7.3,24,15.0,20.0,93.9,,77.0,,0.0,G,999.9,0,0,0,0,0,0
2010-07-22,722950,23174,65.5,24,57.5,24,1012.2,24,1000.7,24,8.5,24,5.4,24,9.9,999.9,70.0,,61.0,,0.0,G,999.9,1,0,0,0,0,0
2010-07-23,722950,23174,64.3,24,57.1,24,1012.8,23,1001.3,24,8.5,24,7.6,24,14.0,15.0,70.0,,61.0,,0.0,G,999.9,1,0,0,0,0,0
2010-07-24,725020,14734,89.9,24,71.3,24,1010.5,24,1009.5,24,9.8,24,9.6,24,15.0,21.0,99.0,,77.0,,0.13,G,999.9,0,1,0,0,1,0
2010-07-25,722950,23174,63.8,24,56.5,24,1012.7,20,1001.0,24,9.2,24,7.4,24,14.0,999.9,69.1,,59.0,,0.0,G,999.9,0,0,0,0,0,0
2010-07-26,725030,14732,78.0,24,58.4,24,1014.0,24,1013.0,24,10.0,24,10.5,24,19.0,26.0,93.0,,71.1,,0.14,G,999.9,0,0,0,0,0,0
2010-07-27,722950,23174,62.1,24,53.9,24,1012.8,22,1001.3,24,9.8,24,6.8,24,13.0,21.0,69.1,,60.1,,0.0,G,999.9,0,0,0,0,0,0
2010-07-28,725030,14732,83.7,24,63.0,24,1015.8,24,1014.8,24,10.0,24,8.5,24,15.0,20.0,91.9,,73.9,,0.0,G,999.9,0,0,0,0,0,0
2010-07-29,725020,14734,82.9,24,69.4,24,1010.9,21,1010.0,24,9.5,24,8.8,24,19.0,22.0,93.0,,71.1,,0.07,G,999.9,0,1,0,0,1,0
2010-07-30,722950,23174,63.0,24,55.1,24,1014.8,20,1003.2,24,9.1,24,6.5,24,13.0,18.1,70.0,,59.0,,0.0,G,999.9,0,0,0,0,0,0
2010-07-31,722950,23174,63.3,24,56.3,24,1014.2,24,1002.6,24,6.4,24,5.1,24,12.0,999.9,71.1,,59.0,,0.0,G,999.9,0,0,0,0,0,0
2010-08-01,722950,23174,64.2,24,56.3,24,1013.9,23,1002.3,24,7.7,24,5.8,24,12.0,999.9,71.1,,61.0,,0.0,G,999.9,0,0,0,0,0,0
2010-08-02,722950,23174,61.4,24,55.7,24,1014.0,20,1002.5,24,4.6,24,6.1,24,13.0,999.9,70.0,,57.0,,0.0,G,999.9,1,0,0,0,0,0
2010-08-03,722950,23174,62.2,24,56.1,24,1014.2,21,1002.5,24,7.6,24,6.1,24,12.0,999.9,66.9,,57.0,,0.0,G,999.9,1,0,0,0,0,0
2010-08-04,725030,14732,81.9,24,69.1,24,1012.7,24,1011.7,24,10.0,24,9.0,24,12.0,17.1,91.0,,73.9,,0.0,G,999.9,0,0,0,0,0,0
2010-08-05,725030,14732,86.2,24,70.8,24,1004.9,24,1003.9,24,9.1,24,9.5,24,20.0,28.9,93.0,,77.0,,0.01,G,999.9,0,1,0,0,1,0
2010-08-06,725030,14732,84.8,24,62.7,24,1004.4,24,1003.4,24,10.0,24,11.2,24,19.0,22.9,93.0,,80.1,,0.0,I,999.9,0,0,0,0,0,0
2010-08-07,722950,23174,62.8,24,54.5,24,1011.6,23,1000.0,24,8.0,24,6.9,24,13.0,18.1,69.1,,59.0,,0.0,G,999.9,0,0,0,0,0,0
2010-08-08,725020,14734,78.8,24,66.2,24,1015.8,24,1014.8,24,10.0,24,6.4,24,12.0,18.1,89.1,,66.9,,0.0,G,999.9,0,0,0,0,0,0
2010-08-09,725030,14732,82.2,24,68.0,24,1015.5,24,1014.4,24,9.9,24,9.4,24,18.1,22.9,91.9,,75.0,,0.0,G,999.9,0,1,0,0,0,0
2010-08-10,725030,14732,84.6,24,64.8,24,1012.5,24,1011.4,24,9.9,24,6.8,24,11.1,14.0,93.0,,75.9,,0.0,G,999.9,0,0,0,0,0,0
2010-08-11,722950,23174,63.8,24,54.1,24,1013.9,23,1002.4,24,9.7,24,7.6,24,15.0,999.9,70.0,,59.0,,0.0,G,999.9,0,0,0,0,0,0
2010-08-12,722950,23174,62.6,24,54.7,24,1012.7,24,1001.1,24,9.6,24,7.0,24,15.0,999.9,70.0,,59.0,,0.0,G,999.9,0,0,0,0,0,0
2010-08-13,725020,14734,74.5,24,59.9,24,1016.3,24,1015.4,24,9.9,24,7.4,24,12.0,19.0,80.1,,70.0,,0.07,G,999.9,0,1,0,0,0,0
2010-08-14,725030,14732,73.4,24,53.6,24,1020.0,24,1019.0,24,10.0,24,7.3,24,14.0,15.9,82.0,,68.0,,0.0,G,999.9,0,0,0,0,0,0
2010-08-15,722950,23174,62.0,24,55.4,24,1012.2,19,1000.6,24,8.8,24,6.5,24,14.0,999.9,68.0,,59.0,,0.0,G,999.9,1,0,0,0,0,0
2010-08-16,725030,14732,77.2,24,69.1,24,1014.3,21,1013.3,24,9.3,24,6.8,24,12.0,999.9,84.9,,69.1,,0.2,G,999.9,0,1,0,0,1,0
2010-08-17,725020,14734,81.7,24,66.7,24,1014.9,24,1013.9,24,9.1,24,5.0,24,11.1,18.1,93.0,,72.0,,0.74,G,999.9,0,1,0,0,0,0
2010-08-18,725030,14732,79.2,24,60.1,24,1017.0,24,1016.0,24,10.0,24,6.3,24,11.1,18.1,91.9,,73.9,,0.0,G,999.9,0,1,0,0,0,0
2010-08-19,725020,14734,78.5,24,60.8,24,1013.2,24,1012.3,24,9.9,24,3.7,24,11.1,14.0,89.1,,66.9,,0.0,G,999.9,0,0,0,0,0,0
2010-08-20,725020,14734,82.2,24,58.6,24,1012.0,24,1011.0,24,9.9,24,5.7,24,13.0,18.1,91.4,*,73.0,*,0.0,G,999.9,0,0,0,0,0,0
2010-08-21,722950,23174,64.8,24,55.9,24,1009.9,24,998.4,24,10.0,24,6.4,24,15.9,999.9,73.0,,60.1,,0.0,G,999.9,0,0,0,0,0,0
2010-08-22,725030,14732,77.9,24,71.1,24,1013.3,19,1012.2,24,7.7,24,9.9,24,21.0,28.0,84.0,,68.0,,0.01,G,999.9,0,1,0,0,0,0
2010-08-23,725030,14732,71.6,24,65.2,24,1011.1,14,1009.2,24,8.9,24,11.4,24,21.0,27.0,84.0,,69.1,,1.48,G,999.9,0,1,0,0,1,0
2010-08-24,722950,23174,71.0,24,58.2,24,1010.0,24,998.5,24,10.0,24,6.2,24,14.0,999.9,82.9,,62.1,,0.0,G,999.9,1,0,0,0,0,0
2010-08-25,725030,14732,67.0,24,62.7,24,1011.5,18,1010.4,24,6.7,24,7.6,24,14.0,999.9,73.0,,64.0,,0.36,G,999.9,0,1,0,0,0,0
2010-08-26,722950,23174,65.4,24,56.6,24,1011.2,24,999.7,24,9.7,24,7.5,24,14.0,999.9,73.0,,61.0,,0.0,G,999.9,1,0,0,0,0,0
2010-08-27,722950,23174,64.7,24,56.8,24,1010.3,18,998.7,24,7.0,24,6.1,24,13.0,999.9,70.0,,60.1,,0.0,G,999.9,1,0,0,0,0,0
2010-08-28,725020,14734,73.2,24,50.8,24,1021.5,24,1020.5,24,10.0,24,5.3,24,13.0,18.1,84.9,,59.0,,0.0,G,999.9,0,0,0,0,0,0
2010-08-29,725020,14734,78.7,24,56.1,24,1021.8,24,1020.8,24,10.0,24,5.5,24,9.9,999.9,96.1,,59.0,,0.0,G,999.9,0,0,0,0,0,0
2010-08-30,722950,23174,63.9,24,52.5,24,1011.8,24,1000.3,24,10.0,24,6.5,24,14.0,999.9,71.1,,57.9,,0.0,G,999.9,0,0,0,0,0,0
2010-08-31,722950,23174,65.5,24,54.4,24,1013.3,24,1001.7,24,10.0,24,4.9,24,14.0,999.9,73.0,,57.9,,0.0,G,999.9,0,0,0,0,0,0
2010-09-01,725020,14734,87.0,24,61.6,24,1017.0,24,1016.0,24,9.4,24,3.8,24,9.9,15.0,98.1,,75.0,,0.0,G,999.9,0,0,0,0,0,0
2010-09-02,722950,23174,61.1,24,55.5,24,1011.1,18,999.5,24,2.5,24,6.7,24,15.0,20.0,66.9,,57.9,,0.0,G,999.9,1,0,0,0,0,0
2010-09-03,722950,23174,60.5,24,55.2,24,1012.9,19,1001.3,24,3.7,24,6.4,24,14.0,999.9,66.0,,57.0,,0.0,G,999.9,1,0,0,0,0,0
2010-09-04,725020,14734,77.7,24,54.6,24,1002.3,24,1001.3,24,10.0,24,12.8,24,22.0,32.1,88.0,,71.1,,0.0,G,999.9,0,0,0,0,0,0
2010-09-05,725030,14732,69.8,24,43.2,24,1012.4,24,1011.4,24,10.0,24,12.6,24,18.1,26.0,81.0,,64.9,,0.0,G,999.9,0,0,0,0,0,0
2010-09-06,722950,23174,65.4,24,55.8,24,1007.9,23,996.4,24,8.6,24,5.8,24,13.0,14.0,73.0,,60.1,,0.0,G,999.9,0,0,0,0,0,0
2010-09-07,722950,23174,65.6,24,56.1,24,1010.3,21,998.9,24,9.1,24,5.3,24,13.0,999.9,73.0,,63.0,,0.0,G,999.9,0,0,0,0,0,0
2010-09-08,722950,23174,65.5,24,55.5,24,1011.9,24,1000.3,24,10.0,24,6.2,24,13.0,999.9,69.1,,63.0,,0.0,G,999.9,0,0,0,0,0,0
2010-09-09,725020,14734,67.6,24,48.2,24,1008.8,24,1007.8,24,9.9,24,11.7,24,16.9,26.0,73.9,*,61.0,*,0.0,G,999.9,0,0,0,0,0,0
2010-09-10,725020,14734,66.8,24,48.9,24,1010.4,24,1009.4,24,10.0,24,10.7,24,18.1,25.1,75.9,,59.0,,0.0,G,999.9,0,0,0,0,0,0
2010-09-11,725020,14734,69.1,24,47.1,24,1014.9,24,1013.8,24,10.0,24,6.4,24,14.0,17.1,82.0,,57.9,,0.0,G,999.9,0,0,0,0,0,0
2010-09-12,725020,14734,66.2,24,57.0,24,1016.7,20,1015.7,24,8.9,24,5.9,24,9.9,18.1,82.0,,57.9,,0.0,G,999.9,0,1,0,0,0,0
2010-09-13,725030,14732,65.7,24,56.1,24,1014.8,16,1014.2,24,8.7,24,5.4,24,12.0,999.9,75.9,,60.1,,0.15,G,999.9,0,1,0,0,1,0
2010-09-14,725020,14734,67.9,24,54.5,24,1012.5,24,1011.4,24,9.2,24,6.0,24,15.9,24.1,79.0,,57.0,,0.93,G,999.9,0,0,0,0,0,0
2010-09-15,722950,23174,61.3,24,53.5,24,1014.3,20,1002.8,24,7.9,24,6.5,24,12.0,999.9,73.0,,57.0,,0.0,G,999.9,1,0,0,0,0,0
2010-09-16,722950,23174,61.9,24,54.5,24,1013.2,24,1001.6,24,9.5,24,5.1,24,13.0,999.9,68.0,,57.9,,0.0,G,999.9,1,0,0,0,0,0
2010-09-17,725030,14732,69.7,24,60.5,24,1011.5,22,1010.2,24,9.5,24,7.8,24,15.0,15.9,75.0,,60.1,,0.32,G,999.9,0,1,0,0,0,0
2010-09-18,725020,14734,64.2,24,52.0,24,1021.5,24,1020.5,24,10.0,24,7.2,24,14.0,999.9,75.0,,57.0,,0.09,G,999.9,0,0,0,0,0,0
2010-09-19,725020,14734,68.7,24,57.1,24,1019.7,24,1018.9,24,10.0,24,3.2,24,8.0,999.9,84.0,,57.9,,0.0,G,999.9,0,0,0,0,0,0
2010-09-20,725030,14732,68.8,24,50.8,24,1015.2,24,1014.2,24,10.0,24,10.4,24,15.9,22.9,82.0,,62.1,,0.0,G,999.9,0,0,0,0,0,0
2010-09-21,722950,23174,63.3,24,56.1,24,1007.6,17,996.1,24,4.7,24,4.0,24,8.9,999.9,69.1,,60.1,,0.0,G,999.9,1,0,0,0,0,0
2010-09-22,722950,23174,64.3,24,54.0,24,1008.0,20,996.5,24,9.7,24,7.0,24,17.1,999.9,69.1,*,60.8,*,0.0,G,999.9,0,0,0,0,0,0
2010-09-23,725030,14732,73.6,24,61.9,24,1020.2,24,1018.9,24,9.9,24,6.8,24,13.0,31.1,87.1,,64.9,,0.2,G,999.9,0,1,0,0,1,0
2010-09-24,725020,14734,73.0,24,65.9,24,1018.7,22,1018.1,24,6.7,24,4.0,24,8.9,999.9,86.0,,66.0,,0.0,G,999.9,0,0,0,0,0,0
2010-09-25,725020,14734,81.5,24,62.3,24,1009.8,24,1008.8,24,9.5,24,11.0,24,20.0,22.9,90.0,,66.9,,0.0,G,999.9,0,0,0,0,0,0
2010-09-26,722950,23174,74.2,24,54.6,24,1009.9,24,998.2,24,10.0,24,4.1,24,13.0,999.9,87.1,,63.0,,0.0,G,999.9,0,0,0,0,0,0
2010-09-27,725020,14734,66.7,24,62.4,24,1016.6,21,1015.7,24,6.1,24,8.1,24,14.0,20.0,73.0,*,60.8,*,0.02,G,999.9,0,1,0,0,0,0
2010-09-28,725020,14734,73.9,24,69.9,24,1007.9,17,1007.0,24,8.6,24,7.9,24,14.0,20.0,78.1,,61.0,,0.69,G,999.9,0,1,0,0,0,0
2010-09-29,722950,23174,74.7,24,60.0,24,1009.4,24,997.9,24,10.0,24,4.5,24,11.1,999.9,93.9,,70.0,,0.0,G,999.9,0,0,0,0,0,0
2010-09-30,725030,14732,73.7,24,67.0,24,1009.9,20,1009.1,24,7.7,24,12.6,24,22.9,32.1,80.1,,66.9,,0.82,G,999.9,0,1,0,0,1,0
2010-10-01,722950,23174,70.2,24,61.5,24,1012.2,22,1000.6,24,9.9,24,5.7,24,12.0,999.9,81.0,,66.0,,0.0,G,999.9,1,1,0,0,1,0
2010-10-02,722950,23174,69.9,24,60.0,24,1014.0,24,1002.4,24,10.0,24,4.6,24,13.0,999.9,80.1,,66.0,,0.0,G,999.9,0,0,0,0,0,0
2010-10-03,725020,14734,56.6,24,43.3,24,1018.3,24,1017.4,24,10.0,24,10.7,24,15.9,22.0,68.0,,48.9,,0.0,G,999.9,0,0,0,0,0,0
2010-10-04,722950,23174,62.7,24,57.2,24,1014.9,17,1003.2,24,6.8,24,6.6,24,14.0,999.9,71.1,,59.0,,0.0,G,999.9,0,1,0,0,0,0
2010-10-05,725030,14732,57.8,24,53.0,24,1014.9,23,1014.0,24,8.4,24,11.4,24,18.1,22.9,64.0,,54.0,,0.29,G,999.9,0,1,0,0,0,0
2010-10-06,722950,23174,60.8,24,54.7,24,1016.5,19,1004.8,24,8.1,24,5.9,24,11.1,15.0,66.0,,59.0,,0.22,G,999.9,0,1,0,0,0,0
2010-10-07,722950,23174,64.0,24,51.4,24,1019.4,24,1007.8,24,10.0,24,4.8,24,14.0,999.9,69.1,,59.0,,0.47,G,999.9,0,0,0,0,0,0
2010-10-08,722950,23174,64.3,24,49.5,24,1019.4,24,1007.7,24,10.0,24,5.2,24,15.0,999.9,72.0,,55.9,,0.0,G,999.9,0,0,0,0,0,0
2010-10-09,725030,14732,68.5,24,42.2,24,1011.4,24,1010.4,24,10.0,24,9.3,24,15.0,21.0,75.9,,57.9,,0.0,G,999.9,0,0,0,0,0,0
2010-10-10,722950,23174,68.9,24,55.4,24,1015.3,24,1003.5,24,10.0,24,5.0,24,14.0,999.9,79.0,,61.0,,0.0,G,999.9,0,0,0,0,0,0
2010-10-11,722950,23174,70.0,24,58.6,24,1011.7,23,1000.3,24,8.2,24,4.5,24,11.1,999.9,81.0,,61.0,,0.0,G,999.9,1,0,0,0,0,0
2010-10-12,725020,14734,64.9,24,56.5,24,1008.5,20,1007.5,24,8.9,24,5.7,24,14.0,25.1,79.0,,52.0,,0.4,G,999.9,0,1,0,0,1,0
2010-10-13,725020,14734,56.9,24,37.7,24,1015.3,24,1014.4,24,10.0,24,7.0,24,11.1,999.9,72.0,,45.0,,0.03,G,999.9,0,0,0,0,0,0
2010-10-14,725030,14732,59.0,24,45.0,24,1013.4,24,1012.4,24,9.6,24,5.3,24,11.1,15.0,66.0,,50.0,,0.0,G,999.9,0,1,0,0,0,0
2010-10-15,725030,14732,55.5,24,44.4,24,999.0,17,998.9,24,9.5,24,14.1,24,22.0,34.0,64.9,,51.1,,0.78,G,999.9,0,1,0,0,0,0
2010-10-16,722950,23174,63.9,24,58.2,24,1017.4,21,1005.8,24,6.0,24,4.4,24,9.9,999.9,66.0,,62.1,,0.0,G,999.9,0,1,0,0,0,0
2010-10-17,722950,23174,63.1,24,58.4,24,1017.6,19,1005.9,24,5.6,24,4.7,24,11.1,999.9,64.0,*,60.8,*,0.03,G,999.9,0,1,0,0,0,0
2010-10-18,722950,23174,62.8,24,56.8,24,1015.5,20,1003.9,24,7.4,24,2.8,24,8.0,999.9,66.9,,60.1,,0.02,G,999.9,0,0,0,0,0,0
2010-10-19,725030,14732,55.1,24,40.5,24,1013.1,24,1012.1,24,10.0,24,5.8,24,11.1,999.9,62.1,,50.0,,0.02,G,999.9,0,1,0,0,0,0
2010-10-20,722950,23174,63.5,24,57.7,24,1013.5,18,1002.0,24,7.8,24,5.9,24,15.0,999.9,69.1,,61.0,,0.12,G,999.9,0,1,0,0,1,0
2010-10-21,725020,14734,53.7,24,42.2,24,1005.4,22,1004.2,24,8.6,24,9.8,24,17.1,26.0,64.9,,45.0,,0.0,G,999.9,0,1,0,0,0,0
2010-10-22,725030,14732,51.8,24,30.0,24,1012.6,24,1011.6,24,10.0,24,12.5,24,21.0,29.9,63.0,,48.0,,0.0,G,999.9,0,0,0,0,0,0
2010-10-23,725020,14734,52.0,24,31.4,24,1020.3,24,1019.4,24,10.0,24,8.0,24,13.0,17.1,66.9,,42.1,,0.0,G,999.9,0,0,0,0,0,0
2010-10-24,722950,23174,63.1,24,53.9,24,1019.3,23,1007.6,24,10.0,24,4.8,24,11.1,999.9,68.0,,57.9,,0.01,G,999.9,0,0,0,0,0,0
